Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Sunday, May 24",ATL,Home,WSN,L,1.0,2.0,9.0,36-18,1.0,up 9.0,Griffin,Pérez,Ribalta,2:38,D,36429.0,1.81,-2.0,
"Tuesday, May 26",ATL,@,BOS,W,7.0,6.0,9.0,37-18,1.0,up 8.5,Strider,Suarez,Iglesias,2:52,N,34126.0,1.23,1.0,
"Wednesday, May 27",ATL,@,BOS,L,0.0,8.0,9.0,37-19,1.0,up 8.0,Early,Elder,None,2:28,N,34093.0,1.11,-1.0,
"Thursday, May 28",ATL,@,BOS,W,10.0,2.0,9.0,38-19,1.0,up 8.5,Sale,Coulombe,None,2:55,D,30901.0,1.07,1.0,
"Friday, May 29",ATL,@,CIN,W,8.0,3.0,9.0,39-19,1.0,up 9.5,Fuentes,Paddack,None,2:38,N,29996.0,1.06,2.0,
"Saturday, May 30",ATL,@,CIN,W,5.0,2.0,9.0,40-19,1.0,up 9.5,Pérez,Singer,Iglesias,2:29,N,36848.0,1.42,3.0,
"Sunday, May 31",ATL,@,CIN,L,4.0,6.0,9.0,40-20,1.0,up 9.0,Lodolo,Strider,Moll,2:38,D,31084.0,1.20,-1.0,
"Tuesday, Jun 2",ATL,Home,TOR,W,4.0,3.0,9.0,41-20,1.0,up 9.5,Elder,Gausman,Iglesias,2:20,N,30937.0,1.09,1.0,
"Wednesday, Jun 3",ATL,Home,TOR,W,7.0,3.0,9.0,42-20,1.0,up 9.5,Holmes,Corbin,None,2:21,N,37178.0,.75,2.0,
"Thursday, Jun 4",ATL,Home,TOR,L,2.0,7.0,9.0,42-21,1.0,up 8.5,Dallas,Sale,Varland,2:53,N,30598.0,.74,-1.0,
"Friday, Jun 5",ATL,Home,PIT,W,6.0,3.0,9.0,43-21,1.0,up 8.5,Pérez,Keller,Iglesias,2:30,N,39418.0,.25,1.0,
"Saturday, Jun 6",ATL,Home,PIT,W,6.0,3.0,9.0,44-21,1.0,up 9.5,Strider,Ashcraft,Iglesias,2:35,D,40276.0,1.63,2.0,
"Sunday, Jun 7",ATL,Home,PIT,W,3.0,2.0,9.0,45-21,1.0,up 9.5,López,Chandler,Fuentes,2:33,D,37697.0,.95,3.0,
"Tuesday, Jun 9",ATL,@,CHW,L-wo,5.0,6.0,10.0,45-22,1.0,up 9.0,Taylor,Iglesias,None,3:09,N,20494.0,1.04,-1.0,
"Wednesday, Jun 10",ATL,@,CHW,L,1.0,2.0,9.0,45-23,1.0,up 8.0,Martin,Sale,Hudson,2:36,N,14622.0,.94,-2.0,
"Friday, Jun 12",ATL,@,NYM,L,5.0,7.0,9.0,45-24,1.0,up 8.0,Pérez,Strider,Williams,3:04,N,38438.0,1.62,-3.0,
"Saturday, Jun 13",ATL,@,NYM,W,3.0,1.0,9.0,46-24,1.0,up 8.0,Pérez,Manaea,Iglesias,2:22,D,38269.0,.52,1.0,
"Sunday, Jun 14",ATL,@,NYM,L,1.0,8.0,9.0,46-25,1.0,up 8.0,Peralta,Elder,None,2:47,D,40106.0,.49,-1.0,
"Tuesday, Jun 16",ATL,Home,SFG,L,2.0,7.0,9.0,46-26,1.0,up 6.5,Ray,Holmes,None,2:41,D,31266.0,.91,-2.0,
"Wednesday, Jun 17",ATL,Home,SFG,L,5.0,7.0,9.0,46-27,1.0,up 6.5,Whisenhunt,Ritchie,Beck,2:51,N,35449.0,1.35,-3.0,
"Friday, Jun 19",ATL,Home,MIL,W,3.0,2.0,9.0,47-27,1.0,up 7.5,Pérez,Misiorowski,Iglesias,2:29,N,40107.0,1.10,1.0,
"Saturday, Jun 20",ATL,Home,MIL,W-wo,4.0,3.0,9.0,48-27,1.0,up 7.5,Lee,Ashby,None,2:23,D,40156.0,1.81,2.0,
"Sunday, Jun 21",ATL,Home,MIL,,,,,,,,,,,,,,,,
"Monday, Jun 22",ATL,@,SDP,,,,,,,,,,,,,,,,
"Tuesday, Jun 23",ATL,@,SDP,,,,,,,,,,,,,,,,
"Wednesday, Jun 24",ATL,@,SDP,,,,,,,,,,,,,,,,
"Friday, Jun 26",ATL,@,SFG,,,,,,,,,,,,,,,,
"Saturday, Jun 27",ATL,@,SFG,,,,,,,,,,,,,,,,
"Sunday, Jun 28",ATL,@,SFG,,,,,,,,,,,,,,,,
"Tuesday, Jun 30",ATL,Home,STL,,,,,,,,,,,,,,,,
"Wednesday, Jul 1",ATL,Home,STL,,,,,,,,,,,,,,,,
"Thursday, Jul 2",ATL,Home,STL,,,,,,,,,,,,,,,,
"Friday, Jul 3",ATL,Home,NYM,,,,,,,,,,,,,,,,
"Saturday, Jul 4",ATL,Home,NYM,,,,,,,,,,,,,,,,
"Sunday, Jul 5",ATL,Home,NYM,,,,,,,,,,,,,,,,
"Monday, Jul 6",ATL,Home,NYM,,,,,,,,,,,,,,,,
"Tuesday, Jul 7",ATL,@,PIT,,,,,,,,,,,,,,,,
"Wednesday, Jul 8",ATL,@,PIT,,,,,,,,,,,,,,,,
"Thursday, Jul 9",ATL,@,PIT,,,,,,,,,,,,,,,,
"Friday, Jul 10",ATL,@,STL,,,,,,,,,,,,,,,,
"Saturday, Jul 11",ATL,@,STL,,,,,,,,,,,,,,,,
"Sunday, Jul 12",ATL,@,STL,,,,,,,,,,,,,,,,
"Friday, Jul 17",ATL,Home,TEX,,,,,,,,,,,,,,,,
"Saturday, Jul 18",ATL,Home,TEX,,,,,,,,,,,,,,,,
"Sunday, Jul 19",ATL,Home,TEX,,,,,,,,,,,,,,,,
"Monday, Jul 20",ATL,Home,SDP,,,,,,,,,,,,,,,,
"Tuesday, Jul 21",ATL,Home,SDP,,,,,,,,,,,,,,,,
"Wednesday, Jul 22",ATL,Home,SDP,,,,,,,,,,,,,,,,
"Thursday, Jul 23",ATL,Home,SDP,,,,,,,,,,,,,,,,
"Friday, Jul 24",ATL,@,BAL,,,,,,,,,,,,,,,,
"Saturday, Jul 25",ATL,@,BAL,,,,,,,,,,,,,,,,
"Sunday, Jul 26",ATL,@,BAL,,,,,,,,,,,,,,,,
"Monday, Jul 27",ATL,@,NYM,,,,,,,,,,,,,,,,
"Tuesday, Jul 28",ATL,@,NYM,,,,,,,,,,,,,,,,
"Wednesday, Jul 29",ATL,@,NYM,,,,,,,,,,,,,,,,
"Thursday, Jul 30",ATL,Home,WSN,,,,,,,,,,,,,,,,
"Friday, Jul 31",ATL,Home,WSN,,,,,,,,,,,,,,,,
"Saturday, Aug 1",ATL,Home,WSN,,,,,,,,,,,,,,,,
"Sunday, Aug 2",ATL,Home,WSN,,,,,,,,,,,,,,,,
"Tuesday, Aug 4",ATL,Home,MIA,,,,,,,,,,,,,,,,
"Wednesday, Aug 5",ATL,Home,MIA,,,,,,,,,,,,,,,,
"Thursday, Aug 6",ATL,Home,MIA,,,,,,,,,,,,,,,,
"Friday, Aug 7",ATL,@,NYY,,,,,,,,,,,,,,,,
"Saturday, Aug 8",ATL,@,NYY,,,,,,,,,,,,,,,,
"Sunday, Aug 9",ATL,@,NYY,,,,,,,,,,,,,,,,
"Monday, Aug 10",ATL,Home,NYM,,,,,,,,,,,,,,,,
"Tuesday, Aug 11",ATL,Home,NYM,,,,,,,,,,,,,,,,
"Wednesday, Aug 12",ATL,Home,NYM,,,,,,,,,,,,,,,,
"Friday, Aug 14",ATL,Home,ARI,,,,,,,,,,,,,,,,
"Saturday, Aug 15",ATL,Home,ARI,,,,,,,,,,,,,,,,
"Sunday, Aug 16",ATL,Home,ARI,,,,,,,,,,,,,,,,
"Monday, Aug 17",ATL,@,MIN,,,,,,,,,,,,,,,,
"Tuesday, Aug 18",ATL,@,MIN,,,,,,,,,,,,,,,,
"Wednesday, Aug 19",ATL,@,MIN,,,,,,,,,,,,,,,,
"Thursday, Aug 20",ATL,@,CHW,,,,,,,,,,,,,,,,
"Friday, Aug 21",ATL,@,MIL,,,,,,,,,,,,,,,,
"Saturday, Aug 22",ATL,@,MIL,,,,,,,,,,,,,,,,
"Sunday, Aug 23",ATL,@,MIL,,,,,,,,,,,,,,,,
"Tuesday, Aug 25",ATL,Home,LAD,,,,,,,,,,,,,,,,
"Wednesday, Aug 26",ATL,Home,LAD,,,,,,,,,,,,,,,,
"Thursday, Aug 27",ATL,Home,LAD,,,,,,,,,,,,,,,,
"Friday, Aug 28",ATL,Home,COL,,,,,,,,,,,,,,,,
"Saturday, Aug 29",ATL,Home,COL,,,,,,,,,,,,,,,,
"Sunday, Aug 30",ATL,Home,COL,,,,,,,,,,,,,,,,
"Monday, Aug 31",ATL,Home,SFG,,,,,,,,,,,,,,,,
"Tuesday, Sep 1",ATL,@,WSN,,,,,,,,,,,,,,,,
"Wednesday, Sep 2",ATL,@,WSN,,,,,,,,,,,,,,,,
"Friday, Sep 4",ATL,@,PHI,,,,,,,,,,,,,,,,
"Saturday, Sep 5",ATL,@,PHI,,,,,,,,,,,,,,,,
"Sunday, Sep 6",ATL,@,PHI,,,,,,,,,,,,,,,,
"Monday, Sep 7",ATL,@,PHI,,,,,,,,,,,,,,,,
"Tuesday, Sep 8",ATL,Home,TBR,,,,,,,,,,,,,,,,
"Wednesday, Sep 9",ATL,Home,TBR,,,,,,,,,,,,,,,,
"Thursday, Sep 10",ATL,Home,TBR,,,,,,,,,,,,,,,,
"Friday, Sep 11",ATL,Home,PHI,,,,,,,,,,,,,,,,
"Saturday, Sep 12",ATL,Home,PHI,,,,,,,,,,,,,,,,
"Sunday, Sep 13",ATL,Home,PHI,,,,,,,,,,,,,,,,
"Monday, Sep 14",ATL,@,CHC,,,,,,,,,,,,,,,,
"Tuesday, Sep 15",ATL,@,CHC,,,,,,,,,,,,,,,,
"Wednesday, Sep 16",ATL,@,CHC,,,,,,,,,,,,,,,,
"Friday, Sep 18",ATL,@,HOU,,,,,,,,,,,,,,,,
"Saturday, Sep 19",ATL,@,HOU,,,,,,,,,,,,,,,,
"Sunday, Sep 20",ATL,@,HOU,,,,,,,,,,,,,,,,
"Tuesday, Sep 22",ATL,Home,CIN,,,,,,,,,,,,,,,,
"Wednesday, Sep 23",ATL,Home,CIN,,,,,,,,,,,,,,,,
"Thursday, Sep 24",ATL,Home,CIN,,,,,,,,,,,,,,,,
"Friday, Sep 25",ATL,@,MIA,,,,,,,,,,,,,,,,
"Saturday, Sep 26",ATL,@,MIA,,,,,,,,,,,,,,,,
"Thursday, Mar 26",BAL,Home,MIN,W,2.0,1.0,9.0,1-0,1.0,Tied,Rogers,Funderburk,Helsley,2:24,D,42134.0,.85,1.0,
"Saturday, Mar 28",BAL,Home,MIN,L,1.0,4.0,9.0,1-1,3.0,1.5,Banda,Bradish,Sands,2:57,D,26057.0,.97,-1.0,
"Sunday, Mar 29",BAL,Home,MIN,W,8.0,6.0,9.0,2-1,3.0,1.0,Garcia,Abel,Helsley,3:13,D,18071.0,1.06,1.0,
"Monday, Mar 30",BAL,Home,TEX,L,2.0,5.0,9.0,2-2,3.0,1.0,Leiter,Bassitt,Alexander,2:50,N,11209.0,1.09,-1.0,
"Tuesday, Mar 31",BAL,Home,TEX,L,5.0,8.0,9.0,2-3,3.0,2.0,Winn,Cano,None,2:40,N,13542.0,1.11,-2.0,
"Wednesday, Apr 1",BAL,Home,TEX,W,8.0,3.0,9.0,3-3,3.0,2.0,Rogers,Eovaldi,Suárez,2:35,D,14324.0,.79,1.0,
"Friday, Apr 3",BAL,@,PIT,L,4.0,5.0,9.0,3-4,3.0,3.0,Keller,Bradish,Soto,2:43,D,38986.0,.67,-1.0,
"Saturday, Apr 4",BAL,@,PIT,L-wo,2.0,3.0,9.0,3-5,3.0,4.0,Santana,Helsley,None,3:07,D,27949.0,.76,-2.0,
"Sunday, Apr 5",BAL,@,PIT,L,2.0,8.0,9.0,3-6,4.0,4.0,Ashcraft,Bassitt,None,2:30,D,11956.0,.50,-3.0,
"Monday, Apr 6",BAL,@,CHW,W,2.0,1.0,9.0,4-6,3.0,3.5,Young,Fedde,Helsley,2:24,N,17221.0,.97,1.0,
"Tuesday, Apr 7",BAL,@,CHW,W,4.0,2.0,9.0,5-6,2.0,3.5,Cano,Hicks,Helsley,3:08,D,10750.0,1.27,2.0,
"Wednesday, Apr 8",BAL,@,CHW,W,5.0,3.0,9.0,6-6,2.0,2.5,Bradish,Sims,Garcia,3:01,D,10133.0,1.42,3.0,
"Friday, Apr 10",BAL,Home,SFG,L,3.0,6.0,9.0,6-7,2.0,2.0,Roupp,Baz,None,2:44,N,32294.0,.65,-1.0,
"Saturday, Apr 11",BAL,Home,SFG,W,6.0,2.0,9.0,7-7,2.0,1.0,Wolfram,Webb,None,2:52,N,29444.0,.66,1.0,
"Sunday, Apr 12",BAL,Home,SFG,W,6.0,2.0,9.0,8-7,1.0,Tied,Povich,Houser,None,2:46,D,24091.0,1.33,2.0,
"Monday, Apr 13",BAL,Home,ARI,W,9.0,7.0,9.0,9-7,1.0,Tied,Suárez,Loaisiga,Helsley,2:48,N,10289.0,.86,3.0,
"Tuesday, Apr 14",BAL,Home,ARI,L,3.0,4.0,9.0,9-8,2.0,0.5,Kelly,Rogers,Sewald,2:51,N,13524.0,1.07,-1.0,
"Wednesday, Apr 15",BAL,Home,ARI,L,5.0,8.0,10.0,9-9,3.0,1.5,Thompson,Wells,Morillo,2:47,D,17028.0,.71,-2.0,
"Thursday, Apr 16",BAL,@,CLE,L,2.0,4.0,9.0,9-10,3.0,2.5,Messick,Baz,Smith,2:28,N,14748.0,1.19,-3.0,
"Friday, Apr 17",BAL,@,CLE,W,6.0,4.0,9.0,10-10,3.0,1.5,Garcia,Sabrowski,Helsley,3:07,N,23988.0,.94,1.0,
"Saturday, Apr 18",BAL,@,CLE,L,2.0,4.0,9.0,10-11,3.0,2.5,Williams,Kremer,Smith,2:20,N,20783.0,1.72,-1.0,
"Sunday, Apr 19",BAL,@,CLE,L,4.0,8.0,9.0,10-12,3.0,3.0,Festa,Rogers,None,2:35,D,17408.0,.75,-2.0,
"Monday, Apr 20",BAL,@,KCR,W,7.0,5.0,12.0,11-12,3.0,2.5,Nunez,Lange,None,3:50,N,13589.0,.69,1.0,
"Tuesday, Apr 21",BAL,@,KCR,L-wo,5.0,6.0,9.0,11-13,3.0,3.5,Erceg,Helsley,None,2:59,N,15164.0,1.11,-1.0,
"Wednesday, Apr 22",BAL,@,KCR,W,8.0,6.0,9.0,12-13,3.0,3.5,Bassitt,Wacha,Nunez,2:41,D,14175.0,.83,1.0,
"Friday, Apr 24",BAL,Home,BOS,W,10.0,3.0,9.0,13-13,3.0,4.0,Young,Bello,None,2:49,N,26776.0,.94,2.0,
"Saturday, Apr 25",BAL,Home,BOS,L,1.0,17.0,9.0,13-14,3.0,5.0,Crochet,Rogers,None,2:50,D,33582.0,.55,-1.0,
"Sunday, Apr 26",BAL,Home,BOS,L,3.0,5.0,9.0,13-15,3.0,5.0,Early,Bradish,Chapman,2:40,D,32511.0,1.24,-2.0,
"Tuesday, Apr 28",BAL,Home,HOU,W,5.0,3.0,9.0,14-15,3.0,5.5,Baz,Teng,Helsley,2:36,N,13233.0,.91,1.0,
"Thursday, Apr 30 (1)",BAL,Home,HOU,W,10.0,3.0,9.0,15-15,3.0,5.0,Bassitt,Lambert,None,2:33,D,,.88,2.0,
"Thursday, Apr 30 (2)",BAL,Home,HOU,L,5.0,11.0,9.0,15-16,3.0,5.0,McCullers,Young,None,2:40,D,26586.0,1.31,-1.0,
"Friday, May 1",BAL,@,NYY,L,2.0,7.0,9.0,15-17,3.0,6.0,Warren,Povich,None,2:41,N,41239.0,1.29,-2.0,
"Saturday, May 2",BAL,@,NYY,L,4.0,9.0,9.0,15-18,4.0,7.0,Weathers,Bradish,None,3:01,D,46049.0,.95,-3.0,
"Sunday, May 3",BAL,@,NYY,L,3.0,11.0,9.0,15-19,4.0,8.0,Cruz,Wolfram,None,3:15,D,43416.0,.80,-4.0,
"Monday, May 4",BAL,@,NYY,L,1.0,12.0,9.0,15-20,4.0,9.0,Schlittler,Baz,None,2:58,N,36802.0,.91,-5.0,
"Tuesday, May 5",BAL,@,MIA,W,9.0,7.0,9.0,16-20,3.0,9.0,Garcia,Nardi,None,3:07,N,6600.0,.77,1.0,
"Wednesday, May 6",BAL,@,MIA,W,7.0,4.0,9.0,17-20,3.0,8.0,Young,Pérez,Garcia,2:42,N,6607.0,.45,2.0,
"Thursday, May 7",BAL,@,MIA,L-wo,3.0,4.0,9.0,17-21,3.0,9.0,Faucher,Kittredge,None,2:34,N,8588.0,.65,-1.0,
"Friday, May 8",BAL,Home,ATH,L,3.0,4.0,9.0,17-22,4.0,9.0,Lopez,Bradish,Harris,2:39,N,39311.0,.93,-2.0,
"Saturday, May 9",BAL,Home,ATH,L,2.0,6.0,9.0,17-23,5.0,9.0,Civale,Baz,None,2:51,D,30707.0,.76,-3.0,
"Sunday, May 10",BAL,Home,ATH,W,2.0,1.0,9.0,18-23,4.0,9.0,Bassitt,Severino,Garcia,2:40,D,24213.0,.38,1.0,
"Monday, May 11",BAL,Home,NYY,W,3.0,2.0,9.0,19-23,3.0,9.0,Enns,Headrick,Nunez,2:31,N,23160.0,.93,2.0,
"Tuesday, May 12",BAL,Home,NYY,L,2.0,6.0,9.0,19-24,3.0,10.0,Warren,Rogers,None,2:43,N,20344.0,.49,-1.0,
"Wednesday, May 13",BAL,Home,NYY,W,7.0,0.0,9.0,20-24,3.0,9.0,Bradish,Fried,None,2:40,D,14521.0,1.19,1.0,
"Friday, May 15",BAL,@,WSN,L,2.0,3.0,9.0,20-25,3.0,10.0,Littell,Baz,Lovelady,2:33,N,38912.0,.68,-1.0,
"Saturday, May 16",BAL,@,WSN,L,3.0,13.0,9.0,20-26,4.0,10.0,Cavalli,Bassitt,None,2:56,D,40559.0,.70,-2.0,
"Sunday, May 17",BAL,@,WSN,W,7.0,3.0,9.0,21-26,4.0,10.0,Nunez,Lovelady,None,3:03,D,26715.0,.55,1.0,
"Monday, May 18",BAL,@,TBR,L,6.0,16.0,9.0,21-27,4.0,11.0,McClanahan,Rogers,None,2:54,N,13633.0,.50,-1.0,
"Tuesday, May 19",BAL,@,TBR,L,1.0,4.0,9.0,21-28,5.0,12.0,Kelly,Bradish,Baker,2:39,N,13956.0,.75,-2.0,
"Wednesday, May 20",BAL,@,TBR,L,3.0,5.0,9.0,21-29,5.0,13.0,Scholtens,Nunez,Seymour,2:31,D,11846.0,.89,-3.0,
"Friday, May 22",BAL,Home,DET,W,7.0,4.0,9.0,22-29,5.0,13.0,Bassitt,Flaherty,Nunez,3:02,N,14956.0,.64,1.0,
"Sunday, May 24 (1)",BAL,Home,DET,W-wo,5.0,3.0,9.0,23-29,4.0,12.5,Enns,Jansen,None,2:43,D,17616.0,.65,2.0,
"Sunday, May 24 (2)",BAL,Home,DET,L,1.0,4.0,9.0,23-30,4.0,12.5,Melton,Rogers,Anderson,2:28,N,19735.0,.75,-1.0,
"Monday, May 25",BAL,Home,TBR,W-wo,9.0,7.0,13.0,24-30,4.0,11.5,Enns,Scholtens,None,4:12,D,22388.0,.34,1.0,
"Tuesday, May 26",BAL,Home,TBR,W,6.0,1.0,9.0,25-30,4.0,10.5,Baz,Jax,None,2:24,N,11878.0,.94,2.0,
"Wednesday, May 27",BAL,Home,TBR,W,11.0,2.0,9.0,26-30,4.0,9.5,Gibson,Matz,None,2:43,N,16317.0,.63,3.0,
"Thursday, May 28",BAL,Home,TOR,L,1.0,2.0,9.0,26-31,4.0,10.0,Hoffman,Nunez,Varland,2:43,N,13778.0,1.01,-1.0,
"Friday, May 29",BAL,Home,TOR,L,5.0,6.0,9.0,26-32,4.0,11.0,Fluharty,Cano,Fisher,2:35,N,25494.0,.88,-2.0,
"Saturday, May 30",BAL,Home,TOR,W-wo,6.0,5.0,9.0,27-32,4.0,10.0,Suárez,Hoffman,None,2:49,D,32645.0,.68,1.0,
"Sunday, May 31",BAL,Home,TOR,W,9.0,5.0,9.0,28-32,4.0,10.0,Bradish,Miles,None,2:37,D,34476.0,.66,2.0,
"Tuesday, Jun 2",BAL,@,BOS,W,4.0,2.0,9.0,29-32,3.0,8.5,Baz,Early,Garcia,2:34,N,35004.0,.65,3.0,
"Wednesday, Jun 3",BAL,@,BOS,L,1.0,8.0,9.0,29-33,3.0,8.5,Tolle,Bassitt,Watson,2:49,N,36872.0,.60,-1.0,
"Thursday, Jun 4",BAL,@,BOS,W,8.0,2.0,9.0,30-33,3.0,8.0,Rogers,Bello,None,2:42,D,33180.0,.85,1.0,
"Friday, Jun 5",BAL,@,TOR,W,13.0,3.0,9.0,31-33,3.0,8.0,Young,Yesavage,None,2:49,N,41801.0,1.11,2.0,
"Saturday, Jun 6",BAL,@,TOR,L,4.0,6.0,9.0,31-34,3.0,8.0,Miles,Bradish,Varland,2:38,D,41868.0,.77,-1.0,
"Sunday, Jun 7",BAL,@,TOR,L,4.0,6.0,9.0,31-35,4.0,8.0,Macko,Baz,Varland,2:46,D,41278.0,1.16,-2.0,
"Monday, Jun 8",BAL,Home,SEA,L,3.0,6.0,9.0,31-36,4.0,9.0,Hancock,Gibson,Muñoz,2:45,N,12377.0,.55,-3.0,
"Tuesday, Jun 9",BAL,Home,SEA,L,5.0,6.0,10.0,31-37,4.0,10.0,Ferrer,Garcia,Davila,3:12,N,14728.0,.63,-4.0,
"Wednesday, Jun 10",BAL,Home,SEA,W,7.0,2.0,9.0,32-37,4.0,10.0,Young,Kirby,None,2:25,N,13483.0,.82,1.0,
"Thursday, Jun 11",BAL,Home,SEA,W,7.0,5.0,9.0,33-37,4.0,9.5,Wells,Woo,Kittredge,2:44,N,15776.0,1.08,2.0,
"Friday, Jun 12",BAL,Home,SDP,W,7.0,3.0,9.0,34-37,4.0,8.5,Baz,Canning,None,2:44,N,25458.0,.71,3.0,
"Saturday, Jun 13",BAL,Home,SDP,L,3.0,9.0,9.0,34-38,4.0,9.5,Vásquez,Gibson,None,2:47,D,25722.0,.36,-1.0,
"Sunday, Jun 14",BAL,Home,SDP,L,2.0,5.0,9.0,34-39,4.0,10.5,Buehler,Rogers,Miller,2:46,D,20611.0,.70,-2.0,
"Tuesday, Jun 16",BAL,@,SEA,L,1.0,3.0,9.0,34-40,4.0,11.5,Gilbert,Young,Muñoz,2:18,N,27396.0,1.07,-3.0,
"Wednesday, Jun 17",BAL,@,SEA,W,5.0,3.0,9.0,35-40,4.0,11.5,Bradish,Kirby,None,2:29,N,28068.0,.70,1.0,
"Thursday, Jun 18",BAL,@,SEA,L,0.0,3.0,9.0,35-41,4.0,11.5,Woo,Baz,Muñoz,2:15,D,43053.0,.77,-1.0,
"Friday, Jun 19",BAL,@,LAD,L-wo,5.0,6.0,9.0,35-42,4.0,12.5,Treinen,Helsley,None,2:57,N,51939.0,.45,-2.0,
"Saturday, Jun 20",BAL,@,LAD,W,3.0,2.0,9.0,36-42,4.0,11.5,Rogers,Yamamoto,Cano,2:38,N,50538.0,.49,1.0,
"Sunday, Jun 21",BAL,@,LAD,,,,,,,,,,,,,,,,
"Monday, Jun 22",BAL,@,LAA,,,,,,,,,,,,,,,,
"Tuesday, Jun 23",BAL,@,LAA,,,,,,,,,,,,,,,,
"Wednesday, Jun 24",BAL,@,LAA,,,,,,,,,,,,,,,,
"Friday, Jun 26",BAL,Home,WSN,,,,,,,,,,,,,,,,
"Saturday, Jun 27",BAL,Home,WSN,,,,,,,,,,,,,,,,
"Sunday, Jun 28",BAL,Home,WSN,,,,,,,,,,,,,,,,
"Monday, Jun 29",BAL,Home,CHW,,,,,,,,,,,,,,,,
"Tuesday, Jun 30",BAL,Home,CHW,,,,,,,,,,,,,,,,
"Wednesday, Jul 1",BAL,Home,CHW,,,,,,,,,,,,,,,,
"Friday, Jul 3",BAL,@,CIN,,,,,,,,,,,,,,,,
"Saturday, Jul 4",BAL,@,CIN,,,,,,,,,,,,,,,,
"Sunday, Jul 5",BAL,@,CIN,,,,,,,,,,,,,,,,
"Tuesday, Jul 7",BAL,Home,CHC,,,,,,,,,,,,,,,,
"Wednesday, Jul 8",BAL,Home,CHC,,,,,,,,,,,,,,,,
"Thursday, Jul 9",BAL,Home,CHC,,,,,,,,,,,,,,,,
"Friday, Jul 10",BAL,Home,KCR,,,,,,,,,,,,,,,,
"Saturday, Jul 11",BAL,Home,KCR,,,,,,,,,,,,,,,,
"Sunday, Jul 12",BAL,Home,KCR,,,,,,,,,,,,,,,,
"Friday, Jul 17",BAL,@,HOU,,,,,,,,,,,,,,,,
"Saturday, Jul 18",BAL,@,HOU,,,,,,,,,,,,,,,,
"Sunday, Jul 19",BAL,@,HOU,,,,,,,,,,,,,,,,
"Monday, Jul 20",BAL,@,BOS,,,,,,,,,,,,,,,,
"Tuesday, Jul 21",BAL,@,BOS,,,,,,,,,,,,,,,,
"Wednesday, Jul 22",BAL,@,BOS,,,,,,,,,,,,,,,,
"Friday, Jul 24",BAL,Home,ATL,,,,,,,,,,,,,,,,
"Saturday, Jul 25",BAL,Home,ATL,,,,,,,,,,,,,,,,
"Sunday, Jul 26",BAL,Home,ATL,,,,,,,,,,,,,,,,
"Monday, Jul 27",BAL,@,DET,,,,,,,,,,,,,,,,
"Tuesday, Jul 28",BAL,@,DET,,,,,,,,,,,,,,,,
"Wednesday, Jul 29",BAL,@,DET,,,,,,,,,,,,,,,,
"Friday, Jul 31",BAL,Home,PHI,,,,,,,,,,,,,,,,
"Saturday, Aug 1",BAL,Home,PHI,,,,,,,,,,,,,,,,
"Sunday, Aug 2",BAL,Home,PHI,,,,,,,,,,,,,,,,
"Tuesday, Aug 4",BAL,Home,LAA,,,,,,,,,,,,,,,,
"Wednesday, Aug 5",BAL,Home,LAA,,,,,,,,,,,,,,,,
"Thursday, Aug 6",BAL,Home,LAA,,,,,,,,,,,,,,,,
"Friday, Aug 7",BAL,@,TEX,,,,,,,,,,,,,,,,
"Saturday, Aug 8",BAL,@,TEX,,,,,,,,,,,,,,,,
"Sunday, Aug 9",BAL,@,TEX,,,,,,,,,,,,,,,,
"Monday, Aug 10",BAL,@,MIN,,,,,,,,,,,,,,,,
"Tuesday, Aug 11",BAL,@,MIN,,,,,,,,,,,,,,,,
"Wednesday, Aug 12",BAL,@,MIN,,,,,,,,,,,,,,,,
"Friday, Aug 14",BAL,@,TBR,,,,,,,,,,,,,,,,
"Saturday, Aug 15",BAL,@,TBR,,,,,,,,,,,,,,,,
"Sunday, Aug 16",BAL,@,TBR,,,,,,,,,,,,,,,,
"Monday, Aug 17",BAL,@,TBR,,,,,,,,,,,,,,,,
"Tuesday, Aug 18",BAL,Home,NYY,,,,,,,,,,,,,,,,
"Wednesday, Aug 19",BAL,Home,NYY,,,,,,,,,,,,,,,,
"Thursday, Aug 20",BAL,Home,NYY,,,,,,,,,,,,,,,,
"Friday, Aug 21",BAL,Home,TBR,,,,,,,,,,,,,,,,
"Saturday, Aug 22",BAL,Home,TBR,,,,,,,,,,,,,,,,
"Sunday, Aug 23",BAL,Home,TBR,,,,,,,,,,,,,,,,
"Tuesday, Aug 25",BAL,@,STL,,,,,,,,,,,,,,,,
"Wednesday, Aug 26",BAL,@,STL,,,,,,,,,,,,,,,,
"Thursday, Aug 27",BAL,@,STL,,,,,,,,,,,,,,,,
"Friday, Aug 28",BAL,@,ATH,,,,,,,,,,,,,,,,
"Saturday, Aug 29",BAL,@,ATH,,,,,,,,,,,,,,,,
"Sunday, Aug 30",BAL,@,ATH,,,,,,,,,,,,,,,,
"Monday, Aug 31",BAL,@,COL,,,,,,,,,,,,,,,,
"Tuesday, Sep 1",BAL,@,COL,,,,,,,,,,,,,,,,
"Wednesday, Sep 2",BAL,@,COL,,,,,,,,,,,,,,,,
"Thursday, Sep 3",BAL,Home,BOS,,,,,,,,,,,,,,,,
