Home Team,Home Abbreviation,Home ID,Home Score,Home Q1,Home Q2,Home Q3,Home Q4,Away Team,Away Abbreviation,Away ID,Away Score,Away Q1,Away Q2,Away Q3,Away Q4
Chicago Bulls,CHI,4,120.0,36.0,29.0,39.0,16.0,Denver Nuggets,DEN,7,136.0,39.0,20.0,38.0,39.0
Los Angeles Lakers,LAL,13,105.0,20.0,21.0,38.0,26.0,Golden State Warriors,GS,9,99.0,21.0,21.0,29.0,28.0
Phoenix Suns,PHX,21,103.0,22.0,25.0,24.0,32.0,Philadelphia 76ers,PHI,20,109.0,24.0,34.0,23.0,28.0
Portland Trail Blazers,POR,22,122.0,31.0,32.0,25.0,34.0,Memphis Grizzlies,MEM,29,115.0,30.0,33.0,33.0,19.0
Sacramento Kings,SAC,23,126.0,31.0,24.0,41.0,30.0,Cleveland Cavaliers,CLE,5,132.0,25.0,32.0,36.0,39.0
Boston Celtics,BOS,2,89.0,24.0,29.0,15.0,21.0,New York Knicks,NY,18,111.0,35.0,25.0,25.0,26.0
Washington Wizards,WSH,27,101.0,33.0,19.0,23.0,26.0,Miami Heat,MIA,14,132.0,37.0,37.0,33.0,25.0
Toronto Raptors,TOR,28,122.0,21.0,25.0,44.0,32.0,Indiana Pacers,IND,11,104.0,20.0,28.0,26.0,30.0
Minnesota Timberwolves,MIN,16,96.0,19.0,23.0,17.0,37.0,LA Clippers,LAC,12,115.0,23.0,31.0,26.0,35.0
Charlotte Hornets,CHA,30,104.0,33.0,24.0,21.0,26.0,Detroit Pistons,DET,8,110.0,29.0,32.0,27.0,22.0
Brooklyn Nets,BKN,17,123.0,27.0,33.0,29.0,34.0,Chicago Bulls,CHI,4,115.0,31.0,23.0,35.0,26.0
Miami Heat,MIA,14,111.0,32.0,20.0,30.0,29.0,Utah Jazz,UTAH,26,115.0,26.0,35.0,24.0,30.0
Orlando Magic,ORL,19,118.0,27.0,24.0,36.0,31.0,Milwaukee Bucks,MIL,15,99.0,22.0,32.0,20.0,25.0
Minnesota Timberwolves,MIN,16,138.0,41.0,40.0,25.0,32.0,Atlanta Hawks,ATL,1,116.0,34.0,22.0,31.0,29.0
New Orleans Pelicans,NO,3,120.0,31.0,30.0,31.0,28.0,Sacramento Kings,SAC,23,94.0,26.0,20.0,21.0,27.0
Denver Nuggets,DEN,7,117.0,30.0,29.0,33.0,25.0,Cleveland Cavaliers,CLE,5,119.0,26.0,28.0,33.0,32.0
Golden State Warriors,GS,9,114.0,32.0,25.0,28.0,29.0,Memphis Grizzlies,MEM,29,113.0,32.0,33.0,33.0,15.0
Los Angeles Lakers,LAL,13,110.0,30.0,28.0,33.0,19.0,Oklahoma City Thunder,OKC,25,119.0,31.0,36.0,26.0,26.0
Portland Trail Blazers,POR,22,135.0,29.0,35.0,49.0,22.0,Philadelphia 76ers,PHI,20,118.0,31.0,34.0,22.0,31.0
New York Knicks,NY,18,134.0,33.0,36.0,24.0,31.0,Indiana Pacers,IND,11,137.0,32.0,31.0,31.0,30.0
Houston Rockets,HOU,10,102.0,27.0,24.0,27.0,24.0,LA Clippers,LAC,12,95.0,26.0,26.0,20.0,23.0
Phoenix Suns,PHX,21,120.0,36.0,29.0,31.0,24.0,Dallas Mavericks,DAL,6,111.0,16.0,32.0,27.0,36.0
Los Angeles Lakers,LAL,13,108.0,30.0,25.0,26.0,27.0,San Antonio Spurs,SA,24,136.0,47.0,37.0,31.0,21.0
Charlotte Hornets,CHA,30,110.0,35.0,23.0,31.0,21.0,Atlanta Hawks,ATL,1,107.0,27.0,22.0,26.0,32.0
Cleveland Cavaliers,CLE,5,138.0,40.0,36.0,32.0,30.0,Washington Wizards,WSH,27,113.0,24.0,37.0,28.0,24.0
Orlando Magic,ORL,19,108.0,24.0,27.0,32.0,25.0,Milwaukee Bucks,MIL,15,116.0,20.0,32.0,36.0,28.0
Boston Celtics,BOS,2,124.0,36.0,36.0,26.0,26.0,Chicago Bulls,CHI,4,105.0,27.0,17.0,26.0,35.0
Brooklyn Nets,BKN,17,110.0,31.0,33.0,26.0,20.0,Indiana Pacers,IND,11,115.0,18.0,35.0,31.0,31.0
Philadelphia 76ers,PHI,20,89.0,23.0,19.0,29.0,18.0,New York Knicks,NY,18,138.0,36.0,36.0,32.0,34.0
Toronto Raptors,TOR,28,95.0,19.0,33.0,22.0,21.0,Detroit Pistons,DET,8,113.0,29.0,38.0,27.0,19.0
Houston Rockets,HOU,10,102.0,29.0,27.0,20.0,26.0,LA Clippers,LAC,12,105.0,22.0,24.0,24.0,35.0
Minnesota Timberwolves,MIN,16,133.0,32.0,29.0,35.0,37.0,Portland Trail Blazers,POR,22,109.0,26.0,25.0,31.0,27.0
New Orleans Pelicans,NO,3,111.0,25.0,30.0,30.0,26.0,Miami Heat,MIA,14,123.0,31.0,27.0,38.0,27.0
Phoenix Suns,PHX,21,109.0,25.0,27.0,28.0,29.0,Oklahoma City Thunder,OKC,25,136.0,37.0,38.0,37.0,24.0
Utah Jazz,UTAH,26,121.0,39.0,32.0,29.0,21.0,Sacramento Kings,SAC,23,93.0,20.0,24.0,22.0,27.0
Denver Nuggets,DEN,7,122.0,30.0,30.0,33.0,29.0,Memphis Grizzlies,MEM,29,116.0,28.0,26.0,27.0,35.0
Golden State Warriors,GS,9,113.0,38.0,29.0,27.0,19.0,San Antonio Spurs,SA,24,126.0,31.0,32.0,31.0,32.0
Oklahoma City Thunder,OKC,25,93.0,25.0,30.0,18.0,20.0,Milwaukee Bucks,MIL,15,110.0,30.0,37.0,22.0,21.0
Utah Jazz,UTAH,26,119.0,31.0,32.0,23.0,33.0,Portland Trail Blazers,POR,22,135.0,28.0,33.0,40.0,34.0
Los Angeles Lakers,LAL,13,124.0,36.0,28.0,32.0,28.0,Dallas Mavericks,DAL,6,104.0,31.0,32.0,19.0,22.0
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
